activation_month,observation_month,months_since_activation,persona,initial_subscription_group,segment_level,activated_cohort_size,active_companies,continuously_active_companies,reactivated_active_companies,active_share_pct,continuously_active_share_pct,reactivated_active_share_pct,average_current_streak_among_active,total_revenue,monthly_revenue_per_original_activated_company
2025-11-01,2025-12-01,1,Consultant,plus,persona_x_initial_plan,41,41,41,0,100.0,100.0,0.0,2.0,3660.03584383464740813020,89.26916692279627
2025-11-01,2025-12-01,1,Consultant,start,persona_x_initial_plan,206,204,204,0,99.03,99.03,0.0,2.0,7338.10554337041479226170,35.6218715697593
2025-11-01,2025-12-01,1,Developer_IT,business,persona_x_initial_plan,4,3,3,0,75.0,75.0,0.0,2.0,276.98128629352013432600,69.24532157338004
2025-11-01,2025-12-01,1,Developer_IT,free,persona_x_initial_plan,99,95,95,0,95.96,95.96,0.0,2.0,1867.58760940779306749972,18.864521307149424
2025-11-01,2025-12-01,1,Developer_IT,plus,persona_x_initial_plan,14,14,14,0,100.0,100.0,0.0,2.0,1200.32755181096077993000,85.73768227221149
2025-11-01,2025-12-01,1,Developer_IT,start,persona_x_initial_plan,113,111,111,0,98.23,98.23,0.0,2.0,3883.76467703315124753730,34.3695989117978
2025-11-01,2025-12-01,1,Media_Publishing,business,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,2.0,0.30416540469123919900,0.3041654046912392
2025-11-01,2025-12-01,1,Media_Publishing,free,persona_x_initial_plan,45,45,45,0,100.0,100.0,0.0,2.0,315.95569656479060473160,7.021237701439792
2025-11-01,2025-12-01,1,Media_Publishing,plus,persona_x_initial_plan,7,6,6,0,85.71,85.71,0.0,2.0,505.87118426135312673000,72.26731203733615
2025-11-01,2025-12-01,1,Media_Publishing,start,persona_x_initial_plan,36,34,34,0,94.44,94.44,0.0,2.0,1475.09752382090912419000,40.97493121724747
2025-11-01,2025-12-01,1,Medical_Professionals,free,persona_x_initial_plan,13,13,13,0,100.0,100.0,0.0,2.0,59.98568865705207749200,4.61428374285016
2025-11-01,2025-12-01,1,Medical_Professionals,plus,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,2.0,101.93538934597850000000,101.9353893459785
2025-11-01,2025-12-01,1,Medical_Professionals,start,persona_x_initial_plan,15,15,15,0,100.0,100.0,0.0,2.0,371.38052642071230846000,24.758701761380824
2025-11-01,2025-12-01,1,Others,business,persona_x_initial_plan,7,7,7,0,100.0,100.0,0.0,2.0,947.58428724780225071000,135.36918389254316
2025-11-01,2025-12-01,1,Others,free,persona_x_initial_plan,131,124,123,1,94.66,93.89,0.76,1.99,2283.19833303625846301908,17.42899490867373
2025-11-01,2025-12-01,1,Others,plus,persona_x_initial_plan,63,60,60,0,95.24,95.24,0.0,2.0,3242.77217744794827746300,51.47257424520553
2025-11-01,2025-12-01,1,Others,start,persona_x_initial_plan,160,156,156,0,97.5,97.5,0.0,2.0,4248.44059351146363092529,26.552753709446648
2025-11-01,2025-12-01,1,Professeur,free,persona_x_initial_plan,39,36,36,0,92.31,92.31,0.0,2.0,247.53816037312072828112,6.347132317259506
2025-11-01,2025-12-01,1,Professeur,plus,persona_x_initial_plan,7,6,6,0,85.71,85.71,0.0,2.0,176.51654952831496209863,25.216649932616424
2025-11-01,2025-12-01,1,Professeur,start,persona_x_initial_plan,29,29,29,0,100.0,100.0,0.0,2.0,674.91255214202507665400,23.27284662558707
2025-11-01,2025-12-01,1,Repair,free,persona_x_initial_plan,7,6,6,0,85.71,85.71,0.0,2.0,78.08485233913153054450,11.154978905590218
2025-11-01,2025-12-01,1,Repair,start,persona_x_initial_plan,8,8,8,0,100.0,100.0,0.0,2.0,160.03589582481083149800,20.004486978101355
2025-11-01,2025-12-01,1,Repair_Installation,free,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,2.0,120.04052337646826618000,40.01350779215609
2025-11-01,2025-12-01,1,Repair_Installation,plus,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,2.0,72.06715366237462200000,72.06715366237462
2025-11-01,2025-12-01,1,Repair_Installation,start,persona_x_initial_plan,5,5,5,0,100.0,100.0,0.0,2.0,292.06410359405289390000,58.41282071881058
2025-11-01,2025-12-01,1,Restauration,free,persona_x_initial_plan,20,17,17,0,85.0,85.0,0.0,2.0,240.01977883564494471000,12.000988941782248
2025-11-01,2025-12-01,1,Restauration,plus,persona_x_initial_plan,8,8,8,0,100.0,100.0,0.0,2.0,1123.51894421480603595910,140.43986802685075
2025-11-01,2025-12-01,1,Restauration,start,persona_x_initial_plan,31,31,31,0,100.0,100.0,0.0,2.0,1439.51200537817023625190,46.435871141231296
2025-11-01,2025-12-01,1,Retail,business,persona_x_initial_plan,5,5,5,0,100.0,100.0,0.0,2.0,780.20614890655397349000,156.0412297813108
2025-11-01,2025-12-01,1,Retail,free,persona_x_initial_plan,110,104,104,0,94.55,94.55,0.0,2.0,1669.43151060531309529422,15.176650096411938
2025-11-01,2025-12-01,1,Retail,plus,persona_x_initial_plan,45,44,44,0,97.78,97.78,0.0,2.0,5204.06646039881049989811,115.64592134219579
2025-11-01,2025-12-01,1,Retail,start,persona_x_initial_plan,161,156,156,0,96.89,96.89,0.0,2.0,6430.37861584916261603902,39.9402398499948
2025-11-01,2025-12-01,1,Wholesale,business,persona_x_initial_plan,4,4,4,0,100.0,100.0,0.0,2.0,339.47804317082589329800,84.86951079270648
2025-11-01,2025-12-01,1,Wholesale,free,persona_x_initial_plan,18,18,18,0,100.0,100.0,0.0,2.0,184.92135524422180807600,10.27340862467899
2025-11-01,2025-12-01,1,Wholesale,plus,persona_x_initial_plan,17,17,17,0,100.0,100.0,0.0,2.0,1673.38196932762423410271,98.43423348986026
2025-11-01,2025-12-01,1,Wholesale,start,persona_x_initial_plan,23,22,22,0,95.65,95.65,0.0,2.0,2232.36646581420358474600,97.05941155713927
2025-11-01,2026-01-01,2,ALL,business,initial_plan,50,40,40,0,80.0,80.0,0.0,3.0,5649.41717183505670223297,112.98834343670113
2025-11-01,2026-01-01,2,ALL,free,initial_plan,926,849,842,7,91.68,90.93,0.76,2.98,19936.97956620668822685525,21.530215514262085
2025-11-01,2026-01-01,2,ALL,plus,initial_plan,361,333,331,2,92.24,91.69,0.55,2.99,30870.58446780982112639863,85.51408439836516
2025-11-01,2026-01-01,2,ALL,start,initial_plan,1098,1037,1034,3,94.44,94.17,0.27,2.99,49737.85394801389756569698,45.29859193808188
2025-11-01,2026-01-01,2,ALL,ALL,overall,2435,2259,2247,12,92.77,92.28,0.49,2.99,106194.83515386546362118383,43.61184195230615
2025-11-01,2026-01-01,2,Automobile_Trade_Repair,ALL,persona,94,85,84,1,90.43,89.36,1.06,2.98,5271.08483506080534209335,56.075370585753255
2025-11-01,2026-01-01,2,BTP,ALL,persona,450,422,421,1,93.78,93.56,0.22,3.0,25364.74628898748375541677,56.36610286441663
2025-11-01,2026-01-01,2,Bankers_Insurance,ALL,persona,32,29,29,0,90.63,90.63,0.0,3.0,1869.00937001150595048500,58.40654281285956
2025-11-01,2026-01-01,2,Bikers_Drivers,ALL,persona,157,125,124,1,79.62,78.98,0.64,2.98,4388.71418776272721809594,27.953593552628835
2025-11-01,2026-01-01,2,Cleaning_CallCenters,ALL,persona,16,16,16,0,100.0,100.0,0.0,3.0,589.49845172164248847030,36.843653232602655
2025-11-01,2026-01-01,2,Consultant,ALL,persona,436,416,416,0,95.41,95.41,0.0,3.0,16547.46746571775183002933,37.952907031462736
2025-11-01,2026-01-01,2,Developer_IT,ALL,persona,230,220,219,1,95.65,95.22,0.43,2.99,8070.05716981587816991224,35.08720508615599
2025-11-01,2026-01-01,2,Media_Publishing,ALL,persona,89,86,84,2,96.63,94.38,2.25,2.95,3430.08510194794144657327,38.54028204435889
2025-11-01,2026-01-01,2,Medical_Professionals,ALL,persona,29,29,29,0,100.0,100.0,0.0,3.0,726.01849933698530218500,25.035120666792597
2025-11-01,2026-01-01,2,Others,ALL,persona,361,333,330,3,92.24,91.41,0.83,2.98,12266.03670613955044179001,33.97794101423698
2025-11-01,2026-01-01,2,Professeur,ALL,persona,75,73,71,2,97.33,94.67,2.67,2.95,1343.46310312151856120185,17.91284137495358
2025-11-01,2026-01-01,2,Repair,ALL,persona,15,13,13,0,86.67,86.67,0.0,3.0,210.38433787671184778430,14.025622525114123
2025-11-01,2026-01-01,2,Repair_Installation,ALL,persona,9,9,9,0,100.0,100.0,0.0,3.0,411.67390538246451364000,45.74154504249606
2025-11-01,2026-01-01,2,Restauration,ALL,persona,59,52,52,0,88.14,88.14,0.0,3.0,3166.11721954026286329754,53.663003721021404
2025-11-01,2026-01-01,2,Retail,ALL,persona,321,292,291,1,90.97,90.65,0.31,2.99,16749.57223190800764933993,52.179352747376974
2025-11-01,2026-01-01,2,Wholesale,ALL,persona,62,59,59,0,95.16,95.16,0.0,3.0,5790.90627953422624086900,93.4017141860359
2025-11-01,2026-01-01,2,Automobile_Trade_Repair,business,persona_x_initial_plan,5,3,3,0,60.0,60.0,0.0,3.0,853.08210889424379331000,170.61642177884875
2025-11-01,2026-01-01,2,Automobile_Trade_Repair,free,persona_x_initial_plan,29,26,25,1,89.66,86.21,3.45,2.92,931.21058451287301318952,32.11070981078872
2025-11-01,2026-01-01,2,Automobile_Trade_Repair,plus,persona_x_initial_plan,27,26,26,0,96.3,96.3,0.0,3.0,1632.26290045533924575528,60.454181498345896
2025-11-01,2026-01-01,2,Automobile_Trade_Repair,start,persona_x_initial_plan,33,30,30,0,90.91,90.91,0.0,3.0,1854.52924119834928983855,56.197855793889374
2025-11-01,2026-01-01,2,BTP,business,persona_x_initial_plan,12,11,11,0,91.67,91.67,0.0,3.0,1839.67186499177641918500,153.3059887493147
2025-11-01,2026-01-01,2,BTP,free,persona_x_initial_plan,147,135,134,1,91.84,91.16,0.68,2.99,5507.75333239356580802894,37.467709744173916
2025-11-01,2026-01-01,2,BTP,plus,persona_x_initial_plan,93,88,88,0,94.62,94.62,0.0,3.0,8720.81819702682351744440,93.77223867770778
2025-11-01,2026-01-01,2,BTP,start,persona_x_initial_plan,198,188,188,0,94.95,94.95,0.0,3.0,9296.50289457531801075843,46.952034821087466
2025-11-01,2026-01-01,2,Bankers_Insurance,free,persona_x_initial_plan,20,17,17,0,85.0,85.0,0.0,3.0,1310.18986802465711453500,65.50949340123285
2025-11-01,2026-01-01,2,Bankers_Insurance,start,persona_x_initial_plan,12,12,12,0,100.0,100.0,0.0,3.0,558.81950198684883595000,46.568291832237406
2025-11-01,2026-01-01,2,Bikers_Drivers,business,persona_x_initial_plan,6,3,3,0,50.0,50.0,0.0,3.0,552.19389422849113810000,92.03231570474851
2025-11-01,2026-01-01,2,Bikers_Drivers,free,persona_x_initial_plan,56,45,45,0,80.36,80.36,0.0,3.0,817.67811900438066935374,14.601394982221082
2025-11-01,2026-01-01,2,Bikers_Drivers,plus,persona_x_initial_plan,33,23,23,0,69.7,69.7,0.0,3.0,1422.69256782833856731080,43.11189599479814
2025-11-01,2026-01-01,2,Bikers_Drivers,start,persona_x_initial_plan,62,54,53,1,87.1,85.48,1.61,2.96,1596.14960670151684333140,25.744348495185754
2025-11-01,2026-01-01,2,Cleaning_CallCenters,business,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,3.0,89.13377367561643180000,89.13377367561642
2025-11-01,2026-01-01,2,Cleaning_CallCenters,free,persona_x_initial_plan,5,5,5,0,100.0,100.0,0.0,3.0,19.25609777972597834130,3.851219555945195
2025-11-01,2026-01-01,2,Cleaning_CallCenters,plus,persona_x_initial_plan,4,4,4,0,100.0,100.0,0.0,3.0,275.30477126246505545900,68.82619281561627
2025-11-01,2026-01-01,2,Cleaning_CallCenters,start,persona_x_initial_plan,6,6,6,0,100.0,100.0,0.0,3.0,205.80380900383502287000,34.3006348339725
2025-11-01,2026-01-01,2,Consultant,business,persona_x_initial_plan,5,5,5,0,100.0,100.0,0.0,3.0,422.81032911123287673510,84.56206582224658
2025-11-01,2026-01-01,2,Consultant,free,persona_x_initial_plan,184,171,171,0,92.93,92.93,0.0,3.0,3766.40114306739103594540,20.46957142971408
2025-11-01,2026-01-01,2,Consultant,plus,persona_x_initial_plan,41,40,40,0,97.56,97.56,0.0,3.0,3688.05401288885427749060,89.95253689972816
2025-11-01,2026-01-01,2,Consultant,start,persona_x_initial_plan,206,200,200,0,97.09,97.09,0.0,3.0,8670.20198065027363985823,42.08835912937026
2025-11-01,2026-01-01,2,Developer_IT,business,persona_x_initial_plan,4,3,3,0,75.0,75.0,0.0,3.0,290.81521068931499649587,72.70380267232875
2025-11-01,2026-01-01,2,Developer_IT,free,persona_x_initial_plan,99,94,94,0,94.95,94.95,0.0,3.0,2066.43494950410701513637,20.873080298021282
2025-11-01,2026-01-01,2,Developer_IT,plus,persona_x_initial_plan,14,14,14,0,100.0,100.0,0.0,3.0,1206.04923368109455474700,86.1463738343639
2025-11-01,2026-01-01,2,Developer_IT,start,persona_x_initial_plan,113,109,108,1,96.46,95.58,0.88,2.98,4506.75777594136160353300,39.88281217647223
2025-11-01,2026-01-01,2,Media_Publishing,business,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,3.0,5.44717472054791753000,5.447174720547918
2025-11-01,2026-01-01,2,Media_Publishing,free,persona_x_initial_plan,45,43,43,0,95.56,95.56,0.0,3.0,593.68016060931362908627,13.192892457984746
2025-11-01,2026-01-01,2,Media_Publishing,plus,persona_x_initial_plan,7,7,6,1,100.0,85.71,14.29,2.71,836.02653724767090897200,119.432362463953
2025-11-01,2026-01-01,2,Media_Publishing,start,persona_x_initial_plan,36,35,34,1,97.22,94.44,2.78,2.94,1994.93122937040899098500,55.41475637140025
2025-11-01,2026-01-01,2,Medical_Professionals,free,persona_x_initial_plan,13,13,13,0,100.0,100.0,0.0,3.0,60.08554937808209212500,4.6219653367755456
2025-11-01,2026-01-01,2,Medical_Professionals,plus,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,3.0,186.14706428986285700000,186.14706428986287
2025-11-01,2026-01-01,2,Medical_Professionals,start,persona_x_initial_plan,15,15,15,0,100.0,100.0,0.0,3.0,479.78588566904035306000,31.985725711269357
2025-11-01,2026-01-01,2,Others,business,persona_x_initial_plan,7,5,5,0,71.43,71.43,0.0,3.0,371.94464635616419965800,53.134949479452025
2025-11-01,2026-01-01,2,Others,free,persona_x_initial_plan,131,121,118,3,92.37,90.08,2.29,2.96,2372.71861002903526913991,18.11235580174836
2025-11-01,2026-01-01,2,Others,plus,persona_x_initial_plan,63,57,57,0,90.48,90.48,0.0,3.0,4750.32804296915297996120,75.4020324280818
2025-11-01,2026-01-01,2,Others,start,persona_x_initial_plan,160,150,150,0,93.75,93.75,0.0,3.0,4771.04540678519799303090,29.819033792407488
2025-11-01,2026-01-01,2,Professeur,free,persona_x_initial_plan,39,37,36,1,94.87,92.31,2.56,2.95,361.66830029205414916287,9.273546161334721
2025-11-01,2026-01-01,2,Professeur,plus,persona_x_initial_plan,7,7,6,1,100.0,85.71,14.29,2.71,223.28734966904075307398,31.898192809862966
2025-11-01,2026-01-01,2,Professeur,start,persona_x_initial_plan,29,29,29,0,100.0,100.0,0.0,3.0,758.50745316042365896500,26.155429419324953
2025-11-01,2026-01-01,2,Repair,free,persona_x_initial_plan,7,5,5,0,71.43,71.43,0.0,3.0,43.59637721917796965730,6.228053888453995
2025-11-01,2026-01-01,2,Repair,start,persona_x_initial_plan,8,8,8,0,100.0,100.0,0.0,3.0,166.78796065753387812700,20.848495082191736
2025-11-01,2026-01-01,2,Repair_Installation,free,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,3.0,5.58159798027397034000,1.8605326600913237
2025-11-01,2026-01-01,2,Repair_Installation,plus,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,3.0,72.93780721972582800000,72.93780721972583
2025-11-01,2026-01-01,2,Repair_Installation,start,persona_x_initial_plan,5,5,5,0,100.0,100.0,0.0,3.0,333.15450018246471530000,66.63090003649293
2025-11-01,2026-01-01,2,Restauration,free,persona_x_initial_plan,20,17,17,0,85.0,85.0,0.0,3.0,286.67527049150621823900,14.333763524575312
2025-11-01,2026-01-01,2,Restauration,plus,persona_x_initial_plan,8,8,8,0,100.0,100.0,0.0,3.0,1349.50255650465232177614,168.68781956308155
2025-11-01,2026-01-01,2,Restauration,start,persona_x_initial_plan,31,27,27,0,87.1,87.1,0.0,3.0,1529.93939254410432328240,49.352883630454976
2025-11-01,2026-01-01,2,Retail,business,persona_x_initial_plan,5,4,4,0,80.0,80.0,0.0,3.0,745.43538389753270220000,149.08707677950653
2025-11-01,2026-01-01,2,Retail,free,persona_x_initial_plan,110,100,99,1,90.91,90.0,0.91,2.98,1498.13302725260028156663,13.61939115684182
2025-11-01,2026-01-01,2,Retail,plus,persona_x_initial_plan,45,41,41,0,91.11,91.11,0.0,3.0,3885.03072351146724877423,86.3340160780326
2025-11-01,2026-01-01,2,Retail,start,persona_x_initial_plan,161,147,147,0,91.3,91.3,0.0,3.0,10620.97309724640741679907,65.96877700153048
2025-11-01,2026-01-01,2,Wholesale,business,persona_x_initial_plan,4,4,4,0,100.0,100.0,0.0,3.0,478.88278527013622721900,119.72069631753406
2025-11-01,2026-01-01,2,Wholesale,free,persona_x_initial_plan,18,17,17,0,94.44,94.44,0.0,3.0,295.91657866794401300800,16.43980992599689
2025-11-01,2026-01-01,2,Wholesale,plus,persona_x_initial_plan,17,16,16,0,94.12,94.12,0.0,3.0,2622.14270325533301063400,154.24368842678427
2025-11-01,2026-01-01,2,Wholesale,start,persona_x_initial_plan,23,22,22,0,95.65,95.65,0.0,3.0,2393.96421234081299000800,104.08540053655709
2025-11-01,2026-02-01,3,ALL,business,initial_plan,50,36,36,0,72.0,72.0,0.0,4.0,8130.46919030574332788183,162.60938380611486
2025-11-01,2026-02-01,3,ALL,free,initial_plan,926,834,818,16,90.06,88.34,1.73,3.95,22264.39711820105018918737,24.043625397625323
2025-11-01,2026-02-01,3,ALL,plus,initial_plan,361,316,313,3,87.53,86.7,0.83,3.98,30979.95373502244169325039,85.81704635740289
2025-11-01,2026-02-01,3,ALL,start,initial_plan,1098,1012,1005,7,92.17,91.53,0.64,3.98,55268.39423712868389457957,50.33551387716638
2025-11-01,2026-02-01,3,ALL,ALL,overall,2435,2198,2172,26,90.27,89.2,1.07,3.97,116643.21428065791910489916,47.90275740478765
2025-11-01,2026-02-01,3,Automobile_Trade_Repair,ALL,persona,94,79,78,1,84.04,82.98,1.06,3.97,5197.55172447779647881740,55.293103451891454
2025-11-01,2026-02-01,3,BTP,ALL,persona,450,410,407,3,91.11,90.44,0.67,3.98,27841.41467205718866010297,61.86981038234931
2025-11-01,2026-02-01,3,Bankers_Insurance,ALL,persona,32,29,28,1,90.63,87.5,3.13,3.9,1760.86329332054716706200,55.0269779162671
2025-11-01,2026-02-01,3,Bikers_Drivers,ALL,persona,157,122,118,4,77.71,75.16,2.55,3.91,6439.29750597314174580129,41.014633796007274
2025-11-01,2026-02-01,3,Cleaning_CallCenters,ALL,persona,16,16,16,0,100.0,100.0,0.0,4.0,510.11276459561550454810,31.882047787225968
2025-11-01,2026-02-01,3,Consultant,ALL,persona,436,407,406,1,93.35,93.12,0.23,3.99,17758.19149059733524477504,40.72979699678288
2025-11-01,2026-02-01,3,Developer_IT,ALL,persona,230,219,216,3,95.22,93.91,1.3,3.96,9345.82340184026418938333,40.63401479060984
2025-11-01,2026-02-01,3,Media_Publishing,ALL,persona,89,85,84,1,95.51,94.38,1.12,3.98,3380.58061352602445403672,37.98405183737106
2025-11-01,2026-02-01,3,Medical_Professionals,ALL,persona,29,27,27,0,93.1,93.1,0.0,4.0,951.16562692383474764100,32.79881472151155
2025-11-01,2026-02-01,3,Others,ALL,persona,361,323,318,5,89.47,88.09,1.39,3.96,12675.71922181352696529478,35.11279562829232
2025-11-01,2026-02-01,3,Professeur,ALL,persona,75,70,68,2,93.33,90.67,2.67,3.94,2187.34473689259837160318,29.164596491901314
2025-11-01,2026-02-01,3,Repair,ALL,persona,15,11,11,0,73.33,73.33,0.0,4.0,375.70583919013688526230,25.047055946009127
2025-11-01,2026-02-01,3,Repair_Installation,ALL,persona,9,9,9,0,100.0,100.0,0.0,4.0,568.35031332328647653000,63.150034813698504
2025-11-01,2026-02-01,3,Restauration,ALL,persona,59,52,50,2,88.14,84.75,3.39,3.88,3460.69089963122346980705,58.65577795985125
2025-11-01,2026-02-01,3,Retail,ALL,persona,321,281,279,2,87.54,86.92,0.62,3.98,17163.27845975842788313320,53.46815719550912
2025-11-01,2026-02-01,3,Wholesale,ALL,persona,62,58,57,1,93.55,91.94,1.61,3.95,7027.12371673697086110080,113.34070510866083
2025-11-01,2026-02-01,3,Automobile_Trade_Repair,business,persona_x_initial_plan,5,2,2,0,40.0,40.0,0.0,4.0,704.33640043616261987660,140.86728008723253
2025-11-01,2026-02-01,3,Automobile_Trade_Repair,free,persona_x_initial_plan,29,26,25,1,89.66,86.21,3.45,3.92,744.05853213260049732880,25.65719076319312
2025-11-01,2026-02-01,3,Automobile_Trade_Repair,plus,persona_x_initial_plan,27,24,24,0,88.89,88.89,0.0,4.0,1864.32500851561318520353,69.04907438946715
2025-11-01,2026-02-01,3,Automobile_Trade_Repair,start,persona_x_initial_plan,33,27,27,0,81.82,81.82,0.0,4.0,1884.83178339342017640847,57.11611464828546
2025-11-01,2026-02-01,3,BTP,business,persona_x_initial_plan,12,9,9,0,75.0,75.0,0.0,4.0,1969.36096748218753557279,164.11341395684897
2025-11-01,2026-02-01,3,BTP,free,persona_x_initial_plan,147,133,130,3,90.48,88.44,2.04,3.94,6233.31492081723818327209,42.4035028627023
2025-11-01,2026-02-01,3,BTP,plus,persona_x_initial_plan,93,84,84,0,90.32,90.32,0.0,4.0,9230.54117935668939542348,99.25313096082462
2025-11-01,2026-02-01,3,BTP,start,persona_x_initial_plan,198,184,184,0,92.93,92.93,0.0,4.0,10408.19760440107354583461,52.56665456768219
2025-11-01,2026-02-01,3,Bankers_Insurance,free,persona_x_initial_plan,20,17,16,1,85.0,80.0,5.0,3.82,1123.16403019999954558000,56.158201509999984
2025-11-01,2026-02-01,3,Bankers_Insurance,start,persona_x_initial_plan,12,12,12,0,100.0,100.0,0.0,4.0,637.69926312054762148200,53.14160526004563
2025-11-01,2026-02-01,3,Bikers_Drivers,business,persona_x_initial_plan,6,3,3,0,50.0,50.0,0.0,4.0,2488.70625510246363380000,414.78437585041064
2025-11-01,2026-02-01,3,Bikers_Drivers,free,persona_x_initial_plan,56,45,43,2,80.36,76.79,3.57,3.87,529.95638150356061191897,9.463506812563582
2025-11-01,2026-02-01,3,Bikers_Drivers,plus,persona_x_initial_plan,33,23,22,1,69.7,66.67,3.03,3.87,1447.91016018724470286960,43.876065460219536
2025-11-01,2026-02-01,3,Bikers_Drivers,start,persona_x_initial_plan,62,51,50,1,82.26,80.65,1.61,3.96,1972.72470917987279721272,31.81814047064311
2025-11-01,2026-02-01,3,Cleaning_CallCenters,business,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,4.0,86.15583082356164120000,86.15583082356164
2025-11-01,2026-02-01,3,Cleaning_CallCenters,free,persona_x_initial_plan,5,5,5,0,100.0,100.0,0.0,4.0,6.89215161643835165410,1.3784303232876702
2025-11-01,2026-02-01,3,Cleaning_CallCenters,plus,persona_x_initial_plan,4,4,4,0,100.0,100.0,0.0,4.0,191.85098794082160287300,47.9627469852054
